CIDADE ;N estação;Cód.estação;N;Curso;DATA;Ano;Meses;Sazonal;Pluviosidade;MEI;Vazão;TempAr;TempAmostra;pH;SolsuspTot;SoldissTot;ConcentraMatSusp;Turbidez ;CondEle;OD;CondEsp
Coroatá ;11;33630000;294;Baixo curso;28/09/1992;1992;setembro;estiagem;9,20840168;0.40;45,0857;38;31;5;25,8;;;30;40;0,03;36,9
Caxias;6;33550000;93;Médio Curso;29/09/1992;1992;setembro;estiagem;0;0.40;42,6515;37;31;5;25,6;;55,52;33;45;5,6;45,6
Coroatá ;11;33630000;298;Baixo curso;02/05/1993;1993;maio;chuvoso;133,3684168;1.47;92,9767;34;27;6;53,6;;;54;96;5,9;18,2
Caxias;6;33550000;94;Médio Curso;03/05/1993;1993;maio;chuvoso;84,09623724;1.47;57,0964;31;25;5;33;;65,32;42;66,1;6,7;26,8
Caxias;6;33550000;95;Médio Curso;03/05/1993;1993;maio;chuvoso;84,09623724;1.47;57,0964;31;25;5;33;;65,32;42;73;6,7;63,5
Coroatá ;11;33630000;301;Baixo curso;04/05/1993;1993;maio;chuvoso;133,3684168;1.47;92,9767;30;27,8;5,72;53,6;;;54;30,7;6,44;84,6
Caxias;6;33550000;96;Médio Curso;09/10/1994;1994;outubro;estiagem;26,76872659;1.52;41,2229;33,3;27;5;23,8;;;30;30,55;6,2;9,92
Coroatá ;11;33630000;304;Baixo curso;10/10/1994;1994;outubro;estiagem;15,36659265;1.52;54,989;38;27;6;21,6;;;20;50,62;6,5;26
Caxias;6;33550000;97;Médio Curso;22/03/1995;1995;março;chuvoso;251,7206969;0.17;92,8033;36;24;5;31,8;;86,69;35;60;6,3;26,8
Coroatá ;11;33630000;308;Baixo curso;23/03/1995;1995;março;chuvoso;273,623765;0.17;292,6009;34;21;6;71,4;;209,75;100;88,2;6,2;65
Caxias;6;33550000;98;Médio Curso;06/11/1995;1995;novembro;estiagem;50,25275588;-0.77;47,0848;38;29,5;5,5;;;;45;41,8;6,6;78
Coroatá ;11;33630000;315;Baixo curso;07/11/1995;1995;novembro;estiagem;75,66317034;-0.77;68,4588;39;30;5,5;;;;20;82,8;6,4;43,9
Caxias;6;33550000;99;Médio Curso;21/08/1996;1996;agosto;estiagem;7,67582202;-0.64;47,7051;35;29,7;5;24,8;;;30;46,8;3,1;113,1
Coroatá ;11;33630000;320;Baixo curso;28/08/1996;1996;agosto;estiagem;14,37032413;-0.64;61,3842;33;30,3;5;20,8;;21,36;30;56,6;5,1;34,7
Caxias;6;33550000;100;Médio Curso;09/04/1998;1998;abril;chuvoso;100,1004541;2.61;58,9162;30;28;6;;;84,97;26,1;36;7,37;48
Coroatá ;11;33630000;326;Baixo curso;16/04/1998;1998;abril;chuvoso;156,1236618;2.61;157,8263;30;29;6;;;61,36;66,8;38;6,73;65,5
Caxias;6;33550000;101;Médio Curso;12/06/1998;1998;junho;chuvoso;12,97609735;0.42;42,9989;28;29,7;5,5;;;26,1;42,2;129;5,5;97,4
Coroatá ;11;33630000;329;Baixo curso;19/06/1998;1998;junho;chuvoso;16,90883923;0.42;56,5461;28;28;6;;;192,53;66,8;436,4;5,8;62,8
Caxias;6;33550000;102;Médio Curso;16/09/1998;1998;setembro;estiagem;0;-1.40;37,442;28;28;6,11;;;27,38;15,3;257,2;3,1;54
Coroatá ;11;33630000;334;Baixo curso;23/09/1998;1998;setembro;estiagem;13,10812569;-1.40;40,6584;28,5;28;6,04;;;36,76;27;372,1;3,6;57,7
Caxias;6;33550000;103;Médio Curso;11/02/1999;1999;fevereiro;chuvoso;216,6882424;-1.20;73,1486;30;25,8;5,3;;;112,74;65,9;274;4,5;26,8
Cantanhede ;13;33680000;104;Baixo curso;19/02/1999;1999;fevereiro;chuvoso;324,8481588;-1.20;208,6594;30;27,9;5,68;;;195,69;47,5;411;3,4;54,4
Colinas;4;33480000;105;Alto Curso;22/02/1999;1999;fevereiro;chuvoso;203,840903;-1.20;56,8661;30;27,7;5,91;;;37,87;188;126,7;3,8;57,9
Caxias;6;33550000;106;Médio Curso;20/04/1999;1999;abril;chuvoso;182,0874805;-1.16;95,9974;29;28;5,23;;;94,8;66,8;415;4;8
Cantanhede ;13;33680000;107;Baixo curso;27/04/1999;1999;abril;chuvoso;396,248714;-1.16;792,5766;29;27,6;5,25;;;;349,29;377;3,5;51
Colinas;4;33480000;108;Alto Curso;04/05/1999;1999;maio;chuvoso;56,89439726;-1.33;59,8899;30;26,6;5,77;;;50,69;11,8;2,37;5,5;55,4
Colinas;4;33480000;109;Alto Curso;19/06/1999;1999;junho;chuvoso;5,624264717;-1.26;50,2609;28;25,5;4,85;;;24,29;32;173,2;3,5;63,5
Cantanhede ;13;33680000;110;Baixo curso;23/06/1999;1999;junho;chuvoso;31,12989998;-1.26;88,9857;29;26,6;5,97;;;33,88;65;639,2;4;63,5
Caxias;6;33550000;111;Médio Curso;29/06/1999;1999;junho;chuvoso;7,282779694;-1.26;49,2743;30;24;5,65;;;41,69;35,3;539,1;4;8
Colinas;4;33480000;112;Alto Curso;20/09/1999;1999;setembro;estiagem;10,24806595;-1.16;40,2822;29;27,8;5,53;;;27,46;24,5;127,9;2,4;1092
Cantanhede ;13;33680000;113;Baixo curso;25/09/1999;1999;setembro;estiagem;8,850197792;-1.16;43,1094;30;27,8;5,21;;;178,97;9,74;655,6;6,4;8
Caxias;6;33550000;114;Médio Curso;01/10/1999;1999;outubro;estiagem;29,64609528;-1.33;38,3771;28;28;6,2;;;37,57;146;256,3;3,4;63,5
Caxias;6;33550000;115;Médio Curso;17/02/2000;2000;fevereiro;chuvoso;286,3134136;-1.26;92,9025;30;27;6,7;;;115,63;46,3;99,34;5,7;18,2
Cantanhede ;13;33680000;116;Baixo curso;24/02/2000;2000;fevereiro;chuvoso;322,2632585;-1.26;341,7387;31;27;5,8;;;217,06;102;58,48;3,7;68
Colinas;4;33480000;117;Alto Curso;01/03/2000;2000;março;chuvoso;258,9121146;-1.37;93,7226;29;26,8;5,2;;;66,26;29;27,77;7,8;0
Colinas;4;33480000;118;Alto Curso;30/05/2000;2000;maio;chuvoso;56,28175449;-0.93;84,7314;26;26;5;;;125,4;100;305,8;5;8
Caxias;6;33550000;119;Médio Curso;22/06/2000;2000;junho;chuvoso;23,48859787;-1.18;63,464;26,8;25,8;5,56;;;63,37;53;330,2;4,6;63,5
Cantanhede ;13;33680000;120;Baixo curso;04/07/2000;2000;julho;chuvoso;115,1028638;-0.61;86,7343;30;28;7,6;;;86,52;50,7;138,6;4,6;26,7
Colinas;4;33480000;121;Alto Curso;31/07/2000;2000;julho;chuvoso;6,157055855;-0.61;59,6811;27;27;6,6;;;26,89;9,6;21;5,1;11
Cantanhede ;13;33680000;122;Baixo curso;05/09/2000;2000;setembro;estiagem;29,96425819;-0.35;57,726;34,3;31,3;8;;;50,69;42;57,5;6;47,3
Caxias;6;33550000;123;Médio Curso;06/10/2000;2000;outubro;estiagem;18,84540558;-0.52;46,4684;34;33,5;5,23;;;41,92;69,9;492,7;3,5;43,2
Caxias;6;33550000;124;Médio Curso;16/11/2000;2000;novembro;estiagem;24,40836334;-0.86;45,2053;35;32;7;;;62,24;11,7;0,531;8;63,8
Colinas;4;33480000;125;Alto Curso;23/11/2000;2000;novembro;estiagem;43,48243093;-0.86;43,9805;38,1;29,6;6;;;31,77;17,7;18,2;6,7;31,8
Cantanhede ;13;33680000;126;Baixo curso;28/11/2000;2000;novembro;estiagem;12,60571671;-0.86;51,2558;30;28,6;6;;;44,97;18,5;71;3,3;68
Colinas;4;33480000;127;Alto Curso;15/05/2001;2001;maio;chuvoso;15,29510593;-0.51;50,0954;27;27;6,7;;;68,37;36,8;24,4;5,5;9,92
Cantanhede ;13;33680000;128;Baixo curso;18/05/2001;2001;maio;chuvoso;166,9548402;-0.51;259,3124;29;28,5;7,2;;;87,91;163;1238,1;6;65
Caxias;6;33550000;129;Médio Curso;21/06/2001;2001;junho;chuvoso;59,84005451;-0.73;53,6657;30;29;6;;;45,47;135,7;407,68;7;1060
Colinas;4;33480000;130;Alto Curso;28/07/2001;2001;julho;chuvoso;8,218786478;0.04;40,4794;27;27;6;;;29,96;11,8;13,486;8,5;11
Cantanhede ;13;33680000;131;Baixo curso;03/08/2001;2001;agosto;estiagem;5,807107925;0.38;50,1794;30;28,6;6,8;;;33,06;60,2;61,838;5,5;50,1
Caxias;6;33550000;132;Médio Curso;21/08/2001;2001;agosto;estiagem;7,907633901;0.38;40,336;31;30;6;;;34,12;102;264,9;7,7;16
Cantanhede ;13;33680000;133;Baixo curso;09/10/2001;2001;outubro;estiagem;23,80188656;-0.22;42,8693;28;29;6,23;;;43,54;14,19;43,2;5;124,2
Colinas;4;33480000;134;Alto Curso;09/11/2001;2001;novembro;estiagem;113,4594851;-0.28;41,6151;30;28,1;6,65;;;290,51;32,7;28,92;6,2;13,46
Caxias;6;33550000;135;Médio Curso;23/11/2001;2001;novembro;estiagem;53,08617258;-0.28;43,6492;35;28,2;5,8;;;42,53;70,65;246,89;6,7;9,92
Cantanhede ;13;33680000;136;Baixo curso;06/02/2002;2002;fevereiro;chuvoso;145,4992068;-0.26;139,146;28,5;29,3;6,57;;;76,54;108,39;83,15;7;15,39
Colinas;4;33480000;137;Alto Curso;03/04/2002;2002;abril;chuvoso;107,6301271;-0.36;51,9513;28,5;28,7;4,9;;;46,33;17,7;28,3;8,5;33
Caxias;6;33550000;138;Médio Curso;27/04/2002;2002;abril;chuvoso;207,5723095;-0.36;82,3385;30,7;29,8;6,48;;;;26,4;102,9;5,2;34,7
Cantanhede ;13;33680000;139;Baixo curso;10/05/2002;2002;maio;chuvoso;214,6946716;-0.14;320,788;31;29;5,62;;;;70,65;62,9;7;96,7
Colinas;4;33480000;140;Alto Curso;03/06/2002;2002;junho;chuvoso;11,4035759;0.34;42,0705;27,4;28,2;5,22;;;;20,5;165,75;7,2;9,92
Caxias;6;33550000;141;Médio Curso;19/07/2002;2002;julho;estiagem;13,29909086;0.44;41,3912;28,6;29,3;6,88;;;;24,2;52,72;7;103,8
Cantanhede ;13;33680000;142;Baixo curso;02/08/2002;2002;agosto;estiagem;7,539859056;1.01;42,3235;28,17;30,5;5,23;;;;28,8;47,3;6,2;113,1
Mirador;2;33420000;336;Alto Curso;15/08/2002;2002;agosto;estiagem;7,717417717;1.01;12,9319;34;28,5;5,65;;;;25,8;61,8;8,8;8
Colinas;4;33480000;144;Alto Curso;19/08/2002;2002;agosto;estiagem;4,092198372;1.01;35,0822;25,9;27,3;6,25;;;;36,6;26,7;6,5;57,7
Governador Eugenio Barros (MONTEVIDEU);3;33530000;341;Médio Curso;20/08/2002;2002;agosto;estiagem;7,717417717;1.01;38,6018;31;27,3;5,78;;;;41,87;12,7;7;9,92
Cantanhede ;13;33680000;146;Baixo curso;02/09/2002;2002;setembro;estiagem;15,52429438;0.88;40,698;31;30,5;5,23;;;;20,05;47,3;6,2;26,3
Mirador (São Felinho);1;33410000;147;Alto Curso;17/09/2002;2002;setembro;estiagem;25,72739983;0.88;51,7786;32;28,5;6,58;;;;31,9;35,3;9,5;9
Caxias;6;33550000;148;Médio Curso;17/09/2002;2002;setembro;estiagem;28,40290689;0.88;38,8809;29;28,4;6,81;;;;16,1;35,1;7;54,4
Codó;9;33590000;149;Baixo curso;20/09/2002;2002;setembro;estiagem;22,77850151;0.88;39,3303;35;29,3;6,71;;;;25,5;52,2;7,4;51
Coroatá ;11;33630000;342;Baixo curso;21/09/2002;2002;setembro;estiagem;16,85624313;0.88;41,6559;30,1;31,3;7,01;;;;28,2;68,4;6,1;13,1
Cantanhede ;13;33680000;150;Baixo curso;22/10/2002;2002;outubro;estiagem;22,79951859;0.84;36,8725;34,5;33,8;6,3;;;;32,7;57,8;5,7;72,7
Mirador;2;33420000;346;Alto Curso;11/11/2002;2002;novembro;estiagem;56,1512661;0.84;12,3515;26,18;29,2;7,02;;;;24,2;36;7,7;23
Colinas;4;33480000;152;Alto Curso;13/11/2002;2002;novembro;estiagem;85,66591501;0.84;36,9773;32,6;31,6;5,97;;;;19,8;11,93;8,4;71,2
Mirador (São Felinho);1;33410000;153;Alto Curso;06/12/2002;2002;dezembro;estiagem;142,1449504;0.91;31,2311;29;29,8;6,2;;;;15,8;8,6;9,8;15,79
Governador Eugenio Barros (MONTEVIDEU);3;33530000;351;Médio Curso;13/12/2002;2002;dezembro;estiagem;140,6232185;0.91;42,734;33;29,1;6,5;;;;19,9;52,3;6;77,1
Coroatá ;11;33630000;353;Baixo curso;18/12/2002;2002;dezembro;estiagem;96,2183044;0.91;57,086;31;29,5;6,7;;;;38;51,5;7;112,3
Codó;9;33590000;155;Baixo curso;19/12/2002;2002;dezembro;estiagem;98,80786896;0.91;46,7681;35;29,1;6,5;;;;25,5;52,3;6;59,7
Caxias;6;33550000;156;Médio Curso;21/12/2002;2002;dezembro;estiagem;157,104115;0.91;44,794;29;28,6;6,5;;;;20,53;38,4;6;68
Cantanhede ;13;33680000;157;Baixo curso;06/02/2003;2003;fevereiro;chuvoso;407,8395624;0.63;311,4288;29,2;28,5;6,78;;;483,41;15,3;54,6;6;69,1
Colinas;4;33480000;158;Alto Curso;15/03/2003;2003;março;chuvoso;289,0399659;0.53;51,9369;27,4;27,9;5,79;;;60;7,29;20,6;9,2;23,5
Caxias;6;33550000;159;Médio Curso;03/04/2003;2003;abril;chuvoso;181,4416285;-0.11;107,0617;31,4;28;6,46;;;358,32;12,6;65,2;7;27
Colinas;4;33480000;160;Alto Curso;25/06/2003;2003;junho;chuvoso;14,83069229;-0.10;37,3368;29,2;28,2;5,68;;;32,64;20,38;19,5;8,4;56
Cantanhede ;13;33680000;161;Baixo curso;08/07/2003;2003;julho;chuvoso;24,08096886;0.01;55,521;31;29,4;7,24;;;52,45;78,95;85;7,3;27
Caxias;6;33550000;162;Médio Curso;21/07/2003;2003;julho;chuvoso;0;0.01;37,4577;29;27,8;6,66;;;29,98;19,9;39,8;8;18,7
Colinas;4;33480000;163;Alto Curso;20/09/2003;2003;setembro;estiagem;3,28271389;0.18;33,7568;30;29,4;4,68;;;29,98;28,1;18,5;9,8;36
Cantanhede ;13;33680000;164;Baixo curso;01/10/2003;2003;outubro;estiagem;31,00698471;0.28;35,9603;37;33;8,05;;;45,08;32,7;53,5;6,76;50
Caxias;6;33550000;165;Médio Curso;21/10/2003;2003;outubro;estiagem;8,303478241;0.28;34,313;30,7;31;6,15;;;28,94;19,5;27;8,2;70,9
Colinas;4;33480000;166;Alto Curso;10/07/2004;2004;julho;chuvoso;0;0.46;35,5964;27,6;27,8;5,26;;;36,19;25,4;29,7;7,97;81,4
Mirador;2;33420000;358;Alto Curso;12/07/2004;2004;julho;chuvoso;0;0.46;12,4757;27,6;28,3;4,99;;;;11,7;32,3;5,04;84,6
Governador Eugenio Barros (MONTEVIDEU);3;33530000;361;Médio Curso;13/07/2004;2004;julho;chuvoso;0;0.46;38,5817;27,9;28,9;5,06;;;;18,1;33,9;7,67;41,8
Cantanhede ;13;33680000;169;Baixo curso;22/07/2004;2004;julho;chuvoso;56,31030273;0.46;57,5674;80,7;29,1;6,62;;;60,3;34,8;73,1;8;63,1
Mirador (São Felinho);1;33410000;170;Alto Curso;26/08/2004;2004;agosto;estiagem;10,87678051;0.77;34,021;26,6;27,4;5,81;;;;20,38;15,2;7,26;6
Caxias;6;33550000;172;Médio Curso;15/09/2004;2004;setembro;estiagem;11,26646519;0.59;32,5174;28,5;30,9;6,4;;;39,68;32,7;33,3;7,4;94,9
Governador Eugenio Barros (MONTEVIDEU);3;33530000;363;Médio Curso;15/09/2004;2004;setembro;estiagem;12,81724358;0.59;34,8379;31,3;33;5,42;;;;8,08;28,1;7,41;69
Codó;9;33590000;173;Baixo curso;19/09/2004;2004;setembro;estiagem;30,06045341;0.59;40,7052;30;30,4;6,83;;;;16,6;39,58;8,64;94,9
Coroatá ;11;33630000;368;Baixo curso;22/09/2004;2004;setembro;estiagem;10,81250322;0.59;43,8793;28,9;33;6,69;;;;20,38;57,2;4,02;44,4
Mirador;2;33420000;370;Alto Curso;02/10/2004;2004;outubro;estiagem;38,53276062;0.40;11,4414;30,1;31,5;5,69;;;;9,71;12,16;7,5;50,7
Colinas;4;33480000;175;Alto Curso;06/10/2004;2004;outubro;estiagem;50,78507233;0.40;31,6741;29,1;29,1;6,02;33,42;;33,42;38,9;28,4;4,06;129,7
Cantanhede ;13;33680000;176;Baixo curso;06/11/2004;2004;novembro;estiagem;53,34119034;0.56;39,4336;34;36;31,1;64,73;;64,73;83,4;52,2;7,5;63,1
Caxias;6;33550000;177;Médio Curso;21/11/2004;2004;novembro;estiagem;36,97593355;0.56;33,6969;30,5;31,2;6,46;;;;28,7;27,5;6,8;64
Codó;9;33590000;178;Baixo curso;27/11/2004;2004;novembro;estiagem;26,79073858;0.56;38,9557;28;28,2;6,54;;;;7,8;31,52;3,9;11,4
Coroatá ;11;33630000;374;Baixo curso;30/11/2004;2004;novembro;estiagem;32,06856728;0.56;38,9885;30;31;6,72;;;;14,19;51,4;6,7;50,7
Mirador;2;33420000;378;Alto Curso;01/12/2004;2004;dezembro;estiagem;86,16637754;0.48;14,1514;31,7;31;5,92;;;;12,03;31,4;8,64;127,8
Colinas;4;33480000;180;Alto Curso;02/12/2004;2004;dezembro;estiagem;114,6985588;0.48;38,5292;27,6;28,6;5,63;;;;52,3;21,4;5,38;23,5
Governador Eugenio Barros (MONTEVIDEU);3;33530000;382;Médio Curso;03/12/2004;2004;dezembro;estiagem;86,16637754;0.48;41,289;27,8;29;5,53;;;;16,3;43;7,39;11
Codó;9;33590000;182;Baixo curso;31/05/2005;2005;maio;chuvoso;133,1384392;0.19;126,0057;28,6;29,2;6,61;;;;26,4;65,3;7,37;113,1
Mirador;2;33420000;384;Alto Curso;02/06/2005;2005;junho;chuvoso;117,4829702;0.20;16,2538;26,8;27,4;5,65;;;;61,4;18;7,05;7,84
Coroatá ;11;33630000;388;Baixo curso;02/06/2005;2005;junho;chuvoso;29,02793121;0.20;69,454;26,5;29,1;6,7;;;;115;82,1;8,25;11
Colinas;4;33480000;184;Alto Curso;04/06/2005;2005;junho;chuvoso;8,972493649;0.20;44,4204;27,1;27,6;5,5;41,29;;41,29;22,9;22,1;6,95;58,1
Cantanhede ;13;33680000;185;Baixo curso;04/06/2005;2005;junho;chuvoso;46,44040108;0.20;76,8049;6,83;29,6;6,76;;;;23,31;96,7;7,74;57,2
Mirador (São Felinho);1;33410000;186;Alto Curso;18/07/2005;2005;julho;chuvoso;0;-0.00;208,6594;27,6;26,3;7,3;;;;8,82;18,6;6,1;9,43
Caxias;6;33550000;187;Médio Curso;18/08/2005;2005;agosto;estiagem;29,86715412;0.01;35,9033;33;28;5,84;;;39,75;10,5;35,5;7,8;29,3
Governador Eugenio Barros (MONTEVIDEU);3;33530000;401;Médio Curso;22/08/2005;2005;agosto;estiagem;0;0.01;39,3237;34,5;29;5,28;;;;28,7;23,1;6,8;14,9
Colinas;4;33480000;189;Alto Curso;17/09/2005;2005;setembro;estiagem;0;-0.02;32,7644;31,1;29,6;4,85;;;;130;18,1;75,8;26,8
Codó;9;33590000;190;Baixo curso;17/09/2005;2005;setembro;estiagem;5,031721234;-0.02;34,8845;26,3;28,8;6;;;16,74;24,2;33,6;7,98;13,46
Mirador;2;33420000;405;Alto Curso;20/09/2005;2005;setembro;estiagem;0;-0.02;11,8461;29,7;31,2;5,84;;;;10,9;17,4;7,4;70,9
Coroatá ;11;33630000;416;Baixo curso;20/09/2005;2005;setembro;estiagem;32,40404439;-0.02;39,2165;30,1;32,4;6,69;;;;32,7;45,5;7,8;64,8
Coroatá ;11;33630000;417;Baixo curso;20/09/2005;2005;setembro;estiagem;32,40404439;-0.02;39,2165;30,1;32,4;6,69;;;;46,9;45,5;9,72;51,3
Cantanhede ;13;33680000;192;Baixo curso;23/09/2005;2005;setembro;estiagem;6,898344278;-0.02;38,5743;27,3;30,9;6,7;;;37,22;46,9;37;5,95;31,8
Mirador (São Felinho);1;33410000;193;Alto Curso;25/10/2005;2005;outubro;estiagem;12,13469732;-0.66;37,6565;32,4;30,4;6,01;;;;15,8;12,79;7,59;79,4
Mirador (São Felinho);1;33410000;194;Alto Curso;17/07/2006;2006;julho;chuvoso;0;0.21;41,2229;27;26,6;6,57;;;;46,5;10,3;8;74,1
Caxias;6;33550000;195;Médio Curso;23/08/2006;2006;agosto;estiagem;15,55407047;0.59;45,4644;31,8;27,7;5,58;;;32,96;100;341,5;6,4;8
Governador Eugenio Barros (MONTEVIDEU);3;33530000;421;Médio Curso;25/08/2006;2006;agosto;estiagem;9,904314041;0.59;39,8388;32,8;26,9;5,72;;;;11;25,1;7,6;12
Coroatá ;11;33630000;423;Baixo curso;05/10/2006;2006;outubro;estiagem;10,95118046;0.77;39,6341;29;32,5;6,56;;;;28,7;45,29;7;66,1
Colinas;4;33480000;197;Alto Curso;06/10/2006;2006;outubro;estiagem;69,90492535;0.77;37,6565;27,7;31,5;6,58;;;24,31;2,16;19,2;6;53,7
Codó;9;33590000;199;Baixo curso;09/10/2006;2006;outubro;estiagem;18,70775604;0.77;37,1248;29,9;30,6;6,75;;;;8,99;54,1;6;70,9
Mirador;2;33420000;440;Alto Curso;09/10/2006;2006;outubro;estiagem;63,4556694;0.77;12,8142;29,8;31,2;6,35;;;;30;10,74;7,5;77,3
Cantanhede ;13;33680000;200;Baixo curso;27/10/2006;2006;outubro;estiagem;16,3848896;0.77;40,946;27,8;33,6;7,4;;;33,86;4,71;46,5;7,8;47
Caxias;6;33550000;201;Médio Curso;03/11/2007;2007;novembro;estiagem;27,89022923;1.00;37,9357;31,1;30,2;6,76;;;25,93;36,2;36;7,07;13
Cantanhede ;13;33680000;202;Baixo curso;14/11/2007;2007;novembro;estiagem;23,34975004;1.00;32,1933;36,5;31,2;7,33;;;25,97;20;41;7,68;74
Colinas;4;33480000;203;Alto Curso;14/05/2008;2008;maio;chuvoso;45,00368428;-0.99;56,8474;29;27;6,6;;;40,35;17,66;63;6,1;12
Caxias;6;33550000;204;Médio Curso;10/06/2008;2008;junho;chuvoso;10,18315244;-0.80;54,1757;30;27,9;6,83;;;57,23;98,2;57;7,3;81,4
Cantanhede ;13;33680000;205;Baixo curso;21/06/2008;2008;junho;chuvoso;80,4296279;-0.80;106,2784;29;29,9;7,15;;;93,84;19,8;89;7,45;103,5
Colinas;4;33480000;206;Alto Curso;15/08/2008;2008;agosto;estiagem;0;-1.01;35,5197;33;26,9;6,2;;;;56,4;10;7,89;62,4
Caxias;6;33550000;207;Médio Curso;16/09/2008;2008;setembro;estiagem;11,26316285;-1.02;36,6198;35,5;30,3;7,06;;;1,04;44,3;30;7,56;96,7
Cantanhede ;13;33680000;208;Baixo curso;27/09/2008;2008;setembro;estiagem;7,656000614;-1.02;35,9932;35;31,5;8,21;;;1,35;29,83;51;8,15;60,5
Colinas;4;33480000;209;Alto Curso;02/12/2008;2008;dezembro;estiagem;188,1861315;-1.01;40,77;34;29;6,89;;;20,37;14,19;24;6,4;84,3
Colinas;4;33480000;210;Alto Curso;18/05/2009;2009;maio;chuvoso;208,2292669;-0.72;115,8761;31;29,1;6,61;;;46,61;110,82;47;4,7;129,7
Codó;9;33590000;211;Baixo curso;17/06/2009;2009;junho;chuvoso;40,61488581;-0.05;129,6657;34;29,8;7,02;;;49,92;86,2;104;6,13;50,9
Codó;9;33590000;212;Baixo curso;17/06/2009;2009;junho;chuvoso;40,61488581;-0.05;129,6657;31;29;7,05;;;;64;91;5,88;84,6
Caxias;6;33550000;213;Médio Curso;18/06/2009;2009;junho;chuvoso;34,2726059;-0.05;91,9608;32;28;7,64;;;;95,2;99;5,73;336,8
Coroatá ;11;33630000;445;Baixo curso;23/06/2009;2009;junho;chuvoso;82,14622116;-0.05;165,89;31;28,2;104;;;;349,29;104;6,44;63,1
Colinas;4;33480000;214;Alto Curso;24/08/2009;2009;agosto;estiagem;5,776581287;0.56;40,5506;32;27;6,06;;;1,95;22;12;7,48;58,1
Mirador;2;33420000;466;Alto Curso;25/08/2009;2009;agosto;estiagem;12,98509312;0.56;13,2536;31;26,9;5,6;;;;28,3;8;7,46;12
Mirador (São Felinho);1;33410000;216;Alto Curso;03/09/2009;2009;setembro;estiagem;16,34156239;0.42;52,1517;28;27;7,08;;;;4,52;10;5,77;29
Caxias;6;33550000;217;Médio Curso;17/09/2009;2009;setembro;estiagem;0;0.42;41,9859;34;29,9;7,34;;;28,19;29,1;46;5,89;49,4
Codó;9;33590000;218;Baixo curso;17/09/2009;2009;setembro;estiagem;6,645806074;0.42;47,5169;34;31;6,92;;;;33,5;45;7,76;71,9
Governador Eugenio Barros (MONTEVIDEU);3;33530000;467;Médio Curso;21/09/2009;2009;setembro;estiagem;0;0.42;39,704;29;30;6,9;;;;15,3;29;5,82;65,3
Coroatá ;11;33630000;470;Baixo curso;22/09/2009;2009;setembro;estiagem;5,886966705;0.42;53,3523;35;31,4;6,8;;;;24,2;58;8,19;118,5
Cantanhede ;13;33680000;220;Baixo curso;25/09/2009;2009;setembro;estiagem;9,636453629;0.42;65,279;35;32,2;6,89;;;30,02;18,1;62;7,71;51,4
Colinas;4;33480000;221;Alto Curso;19/11/2009;2009;novembro;estiagem;47,27182388;1.04;40,585;32;27,5;6;;;23,28;28,8;12;6,77;54,4
Mirador;2;33420000;478;Alto Curso;20/11/2009;2009;novembro;estiagem;24,52263165;1.04;11,982;31;26,8;5,77;;;;36,9;9;6,82;12
Mirador (São Felinho);1;33410000;223;Alto Curso;04/12/2009;2009;dezembro;estiagem;201,6262627;0.95;48,8706;28;27;7,44;;;;9,07;10;4,12;18,7
Mirador;2;33420000;480;Alto Curso;23/03/2010;2010;março;chuvoso;184,953475;1.33;25,749;29;28;8,33;;;;66,8;0,026;4,65;13,46
Colinas;4;33480000;225;Alto Curso;24/03/2010;2010;março;chuvoso;231,5313725;1.33;64,5299;30;27;8,43;;;39,86;82,7;0,032;3,08;54,4
Mirador (São Felinho);1;33410000;226;Alto Curso;25/03/2010;2010;março;chuvoso;200,480092;1.33;56,8661;32,5;27,5;8,4;;;;14,5;12;4,84;127,1
Governador Eugenio Barros (MONTEVIDEU);3;33530000;495;Médio Curso;23/04/2010;2010;abril;chuvoso;212,5898938;0.49;120,9655;27,5;29,6;8,6;;;;21,8;0,098;3,25;75,9
Cantanhede ;13;33680000;228;Baixo curso;07/05/2010;2010;maio;chuvoso;258,9372149;-0.12;211,9026;30;29;8,75;;;152,68;97;0,085;4,22;127,8
Caxias;6;33550000;229;Médio Curso;11/05/2010;2010;maio;chuvoso;167,7733474;-0.12;73,3783;32,5;29,2;8,55;;;103,35;76,6;0,088;4,8;18,59
Coroatá ;11;33630000;497;Baixo curso;14/05/2010;2010;maio;chuvoso;198,5160389;-0.12;173,5213;32,5;29,8;8,35;;;;69,1;0,102;4,67;51,3
Codó;9;33590000;230;Baixo curso;15/05/2010;2010;maio;chuvoso;181,519825;-0.12;99,7713;34;28,5;8,62;;;;144;0,065;4,39;68
Colinas;4;33480000;231;Alto Curso;14/07/2010;2010;julho;chuvoso;0;-2.43;39,7471;32;27;6,05;;;34,96;25,3;12;8,1;58,1
Mirador;2;33420000;503;Alto Curso;15/07/2010;2010;julho;chuvoso;6,226345778;-2.43;12,3392;32;26,6;6;;;;29,9;9;7,94;57,7
Mirador (São Felinho);1;33410000;233;Alto Curso;31/07/2010;2010;julho;chuvoso;0;-2.43;88,4626;30;26;7,38;;;;0,68;62;5,2;60
Caxias;6;33550000;234;Médio Curso;11/08/2010;2010;agosto;estiagem;0;-2.38;39,8068;33,5;28,5;7,85;;;23,48;26,1;39;0,45;113,1
Codó;9;33590000;236;Baixo curso;12/08/2010;2010;agosto;estiagem;0;-2.38;34,0727;34;28,6;6,65;;;;29,8;38;7,39;113,1
